Model Name (ID's which detail page to populate),Date,Announced/Updated,Update,"Link (""Learn More"")",Unique ID
Cardiac Rehabilitation (CR) Incentive Payment Model,7/25/2016,,Testing effects of incentive payments for cardiac rehabilitation services,https://innovation.cms.gov/initiatives/cardiac-rehabilitation/,475
Part D Enhanced Medication Therapy Management Model,7/28/2016,,Encounter specification plan documents & public comment summary posted,https://innovation.cms.gov/initiatives/enhancedmtm/,476
Medicare Advantage Value-Based Insurance Design Model,7/28/2016,,CY 2017 communication guidance document posted,https://innovation.cms.gov/initiatives/vbid/,477
Oncology Care Model,7/29/2016,,Beneficiary letter notification templates posted,https://innovation.cms.gov/initiatives/Oncology-Care/#main_content,478
Comprehensive Care for Joint Replacement Model,8/1/2016,,Hospital list posted,https://innovation.cms.gov/initiatives/cjr,479
Comprehensive Primary Care Plus,8/1/2016,,Application period begins for practices in 14 selected regions,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,480
Frontier Community Health Integration Project Demonstration,8/4/2016,,Ten rural health care participants to improve care and reduce costs for sparsely populated rural counties,https://innovation.cms.gov/initiatives/Frontier-Community-Health-Integration-Project-Demonstration/,481
Independence at Home Demonstration,8/9/2016,,Practice year two performance results,https://innovation.cms.gov/initiatives/Independence-at-Home/,482
Medicare Advantage Value-Based Insurance Design Model,8/10/2016,,2018 model year changes & addition of three participating states,https://innovation.cms.gov/initiatives/vbid/,483
Comprehensive Care for Joint Replacement Model,8/16/2016,,Frequently asked questions (FAQ) document,https://innovation.cms.gov/initiatives/cjr,484
Health Care Innovation Awards Round Two,8/19/2016,,Year one evaluation report posted,https://innovation.cms.gov/initiatives/Health-Care-Innovation-Awards/Round-2.html,485
Cardiac Rehabilitation (CR) Incentive Payment Model,8/23/2016,,Overview webinar August 31,https://innovation.cms.gov/resources/epm-overview.html,486
Comprehensive Care for Joint Replacement Model,8/23/2016,,Overview webinar August 31,https://innovation.cms.gov/resources/epm-overview.html,487
Pioneer ACO Model,8/25/2016,,Performance Year 4 (2015) financial and quality results posted,https://innovation.cms.gov/initiatives/Pioneer-ACO-Model/,488
Comprehensive Primary Care Plus,8/29/2016,,Health IT vendor list posted,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,489
Financial Alignment Initiative for Medicare-Medicaid Enrollees,8/30/2016,,First Washington evaluation report posted,https://innovation.cms.gov/initiatives/Financial-Alignment/,490
Medicare Diabetes Prevention Program (MDPP) Expanded Model,8/31/2016,,Materials from 8/9 overview webinar posted,https://innovation.cms.gov/resources/dpp-overview.html,491
State Innovation Models Initiative: Model Test Awards Round One,9/7/2016,,Second annual report posted,https://innovation.cms.gov/initiatives/State-Innovations-Model-Testing/index.html,492
Medicare Advantage Value-Based Insurance Design Model,9/8/2016,,Slides from 8/24 webinar on 2018 model year changes posted,https://innovation.cms.gov/resources/vbid-2018changes.html,493
State Innovation Models Initiative,9/8/2016,,Request for information posted,https://innovation.cms.gov/initiatives/State-Innovations/,494
Accountable Health Communities Model,9/8/2016,,Track 1 funding opportunity and 9/12 overview webinar,https://innovation.cms.gov/initiatives/ahcm/,495
Comprehensive Care for Joint Replacement Model,9/9/2016,,Slides from 8/31 overview webinar posted,https://innovation.cms.gov/resources/epm-overview.html,496
Cardiac Rehabilitation (CR) Incentive Payment Model,9/9/2016,,Slides from 8/31 overview webinar posted,https://innovation.cms.gov/resources/epm-overview.html,497
Comprehensive Care for Joint Replacement Model,9/12/2016,,Potential ICD-10 episode exlusion categories and fracture codes for FY 2017 posted for review,https://innovation.cms.gov/initiatives/cjr,498
Comprehensive Primary Care Plus,9/13/2016,,Health IT vendor list posted,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,500
Comprehensive Care for Joint Replacement Model,9/14/2016,,Slides from 9/7 proposed rule change webinar posted,https://innovation.cms.gov/resources/cjr-proposedchanges.html,501
Accountable Health Communities Model,9/19/2016,,Slides from 9/14 Track 1 overview and application requirement webinar posted,https://innovation.cms.gov/resources/ahcm-track1overview.html,502
BPCI Model 2: Retrospective Acute & Post Acute Care Episode,9/19/2016,,Second evaluation report posted,https://innovation.cms.gov/initiatives/BPCI-Model-2/,503
BPCI Model 3: Retrospective Post Acute Care Only,9/19/2016,,Second evaluation report posted,https://innovation.cms.gov/initiatives/BPCI-Model-3/,504
BPCI Model 4: Prospective Acute Care Hospital Stay Only,9/19/2016,,Second evaluation report posted,https://innovation.cms.gov/initiatives/BPCI-Model-4/,505
Comprehensive Primary Care Plus,9/15/2016,,Practice application period closed,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,506
Next Generation ACO Model,9/27/2016,,Frequently Asked Question document posted,https://innovation.cms.gov/initiatives/Next-Generation-ACO-Model/,507
Partnership for Patients,9/29/2016,,16 organizations to serve as Hospital Improvement Innovation Networks,https://innovation.cms.gov/initiatives/Partnership-for-Patients/,509
Medicaid Emergency Psychiatric Demonstration,9/30/2016,,Final report posted,https://innovation.cms.gov/initiatives/Medicaid-Emergency-Psychiatric-Demo/,510
Financial Alignment Initiative for Medicare-Medicaid Enrollees,9/30/2016,,Massachusetts first annual report posted,https://innovation.cms.gov/initiatives/Financial-Alignment/,511
Comprehensive Care for Joint Replacement Model,10/3/2016,,Episode exclusions and hip fracture ICD-10 codes for FY 2017,https://innovation.cms.gov/initiatives/cjr,512
Part D Enhanced Medication Therapy Management Model,10/3/2016,,"Participants to improve care coordination, optimize medication use and strengthen system linkages",https://innovation.cms.gov/initiatives/enhancedmtm/,513
Medicare Advantage Value-Based Insurance Design Model,10/3/2016,,Second year refinements and expansion,https://innovation.cms.gov/initiatives/vbid/,514
BPCI Model 2: Retrospective Acute & Post Acute Care Episode,10/4/2016,,Three-day hospital stay waiver posted,https://innovation.cms.gov/initiatives/BPCI-Model-2/index.html,515
Comprehensive Primary Care Initiative,10/17/2016,,2015 Shared Savings and quality results,https://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,516
Accountable Health Communities Model,10/21/2016,,Model data system fact sheet posted,https://innovation.cms.gov/initiatives/ahcm/,517
Medicare Advantage Value-Based Insurance Design Model,10/25/2016,,2018 Request for Applications,https://innovation.cms.gov/initiatives/vbid/,518
Vermont All-Payer ACO Model,10/26/2016,,Alternative payment model to accelerate delivery system reform for Vermont residents,https://innovation.cms.gov/initiatives/vermont-all-payer-aco-model/,519
Medicare Diabetes Prevention Program,11/4/2016,,Final rule expansion conference call,https://innovation.cms.gov/resources/dpp-modelexpansion.html,520
Comprehensive Primary Care Plus,11/15/2016,,Payer and region list updated,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,521
Partnership for Patients,12/6/2016,,Second interim evaluation report posted,https://innovation.cms.gov/initiatives/Partnership-for-Patients/,522
Beneficiary Engagement and Incentives Models: General Information,12/8/2016,,Direct Decision Support and Shared Decision Making Models to test beneficiary engagement approaches, ,523
Beneficiary Engagement and Incentives: Direct Decision Support (DDS) Model,12/8/2016,,Model to test engaging beneficiaries about their health outside of clinical settings, ,524
Beneficiary Engagement and Incentives: Shared Decision Making (SDM) Model,12/8/2016,,Model to test structured shared decision making process in clinical ACO practices, ,525
Medicare Diabetes Prevention Program (MDPP) Expanded Model,12/13/2016,,November 30 expansion conference call materials posted,https://innovation.cms.gov/resources/dpp-modelexpansion.html,526
Financial Alignment Initiative for Medicare-Medicaid Enrollees,12/14/2016,,Minnesota first annual report posted,https://innovation.cms.gov/initiatives/Financial-Alignment/,527
Medicare-Medicaid Accountable Care Organization (ACO) Model,12/15/2016,,"New model aims to improve care, lower costs for beneficiaries enrolled in both Medicare and Medicaid",https://innovation.cms.gov/initiatives/medicare-medicaid-aco-model/,528
Next Generation ACO Model,12/15/2016,,Performance Year 2018 application round,https://innovation.cms.gov/initiatives/Next-Generation-ACO-Model/,529
Comprehensive Primary Care Plus,12/15/2016,,Second round of applications,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,530
Medicare Health Care Quality Demonstration,12/16/2016,,Meridian Health System evaluation reports posted,https://innovation.cms.gov/initiatives/Medicare-Health-Care-Quality/,531
Comprehensive Primary Care Initiative,12/20/2016,,Third evaluation report posted,https://innovation.cms.gov/initiatives/Comprehensive-Primary-Care-Initiative/,532
Comprehensive Care for Joint Replacement Model,12/20/2016,,SNF list for first quarter 2017 posted,https://innovation.cms.gov/initiatives/cjr,533
Beneficiary Engagement and Incentives: Shared Decision Making (SDM) Model,12/21/2016,,January 10 overview and letter of intent webinar, ,535
Beneficiary Engagement and Incentives: Direct Decision Support (DDS) Model,12/22/2016,,January 12 overview and letter of intent webinar, ,536
 ,1/5/2017,,Third CMS Innovation Center Report to Congress posted,https://innovation.cms.gov/Files/reports/rtc-2016.pdf,537
Comprehensive Primary Care Plus,1/10/2017,,Payment methodology paper posted,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,538
Acute Myocardial Infarction (AMI) Model,12/20/2016,,New model to aid in care for Medicare beneficiaries hospitalized for AMI,https://innovation.cms.gov/initiatives/ami-model/,539
Coronary Artery Bypass Graft (CABG) Model,12/20/2016,,New model to aid in care for Medicare beneficiaries receiving CABG treatment and recovery,https://innovation.cms.gov/initiatives/cabg-model/,540
Surgical Hip and Femur Fracture Treatment (SHFFT) Model,12/20/2016,,New model to aid in care for Medicare beneficiaries receiving SHFFT treatment and recovery,https://innovation.cms.gov/initiatives/shfft-model/,541
Pennsylvania Rural Health Model,1/12/2017,,New Pennsylvania all-payer model aims to improve rural health care quality,https://innovation.cms.gov/initiatives/pa-rural-health-model/,542
Maryland All-Payer Model,1/17/2017,,First annual report posted,https://innovation.cms.gov/initiatives/Maryland-All-Payer-Model/,543
Beneficiary Engagement and Incentives: Shared Decision Making (SDM) Model,1/18/2017,,January 10 overview and letter of intent webinar materials posted, ,544
Comprehensive ESRD Care Model,1/18/2017,,Participants for performance year two,https://innovation.cms.gov/initiatives/comprehensive-ESRD-care/,545
Comprehensive Primary Care Plus,1/18/2017,,First round of practice participants,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,546
Next Generation ACO Model,1/18/2017,,Second round participants,https://innovation.cms.gov/initiatives/Next-Generation-ACO-Model/,547
Next Generation ACO Model,1/19/2017,,Second round overview and letter of intent webinars,https://innovation.cms.gov/resources/nextgenaco-overview-loi.html,548
Beneficiary Engagement and Incentives: Direct Decision Support (DDS) Model,1/20/2017,,January 12 overview and letter of intent webinar materials posted, ,549
Beneficiary Engagement and Incentives: Shared Decision Making (SDM) Model,1/26/2017,,Application process webinar February 7, ,551
Beneficiary Engagement and Incentives: Direct Decision Support (DDS) Model,1/26/2017,,Application process webinar February 9, ,552
Next Generation ACO Model,1/31/2017,,Financial Deep Dive webinar on February 28,https://innovation.cms.gov/resources/nextgenaco-fncldd.html,553
Next Generation ACO Model,1/31/2017,,Application overview and participating provider lists webinar March 14,https://innovation.cms.gov/resources/nextgen-providerlist.html,554
Comprehensive Care for Joint Replacement Model,2/1/2017,,Hospital list posted,https://innovation.cms.gov/initiatives/cjr,555
Comprehensive Primary Care Plus,2/17/2017,,Second round of payer solicitations,https://innovation.cms.gov/initiatives/comprehensive-primary-care-plus/,556
Beneficiary Engagement and Incentives: Shared Decision Making (SDM) Model,2/22/2017,,Application Process webinar materials posted, ,557
Beneficiary Engagement and Incentives: Direct Decision Support (DDS) Model,2/22/2017,,Application Process webinar materials posted, ,558
Pioneer ACO Model,12/31/2016,,Model concludes,https://innovation.cms.gov/initiatives/Pioneer-ACO-Model/,559
Pediatric Alternative Payment Model Opportunities: General Information,2/27/2017,,Input opportunity for improving health of children and youth,https://innovation.cms.gov/initiatives/pediatric-apm/,561
